id1,id2,n_unique1,n_unique2,n_matching_ox,ncombos_total,median_combos,std_combos,Org1,Org2,kingdom1,kingdom2
3TIX_B,3TIX_A,21,1506,21,95.0,4.0,1.7893613550529464,Schizosaccharomyces pombe,Schizosaccharomyces pombe,E,E
3TJZ_C,3TJZ_B,1614,1621,1519,178711.0,33.0,629.9667939968409,Bos taurus,Bos taurus,E,E
3TJZ_A,3TJZ_B,4278,1621,1533,739321.0,126.0,2106.6205520833205,Saccharomyces cerevisiae,Bos taurus,E,E
3TU5_A,3TU5_B,11222,1156,1134,582611.0,35.5,7084.97716954754,Oryctolagus cuniculus,Homo sapiens,E,E
3U52_A,3U52_E,2067,543,538,14717.0,2.0,513.3316123345861,Pseudomonas stutzeri,Pseudomonas stutzeri,B,B
3V5W_A,3V5W_B,8578,3184,2436,2357246.0,80.0,6010.919735966597,Homo sapiens,Bos taurus,E,E
3W1S_A,3W1S_C,1366,1256,1146,2702.0,1.0,4.865495915861566,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3W1S_A,3W1S_B,1366,1,1,1.0,1.0,0.0,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3WYG_D,3WYG_C,112,1975,112,3927.0,23.5,37.51244585134379,Homo sapiens,Saccharomyces cerevisiae,E,E
3ZKJ_E,3ZKJ_D,1628,7010,1338,326582.0,30.0,1430.1366150252093,Homo sapiens,Homo sapiens,E,E
4B0M_M,4B0M_B,3199,14,7,3129.0,22.0,909.0024359546176,Yersinia pestis,Yersinia pestis,B,B
4BV4_R,4BV4_M,2498,140,138,217441.0,280.0,13353.24211540782,Drosophila melanogaster,Drosophila melanogaster,V,V
4GIZ_C,4GIZ_B,431,11855,5,749.0,27.0,261.27640536412775,Human papillomavirus type 16,Escherichia coli,V,B
4GIZ_D,4GIZ_B,431,11855,5,749.0,27.0,261.27640536412775,Human papillomavirus type 16,Homo sapiens,V,E
4GQB_B,4GQB_A,3266,18290,2838,717205.0,45.0,2108.3616449911906,Homo sapiens,Homo sapiens,E,E
4H62_Q,4H62_K,438,0,0,0.0,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4H62_V,4H62_Q,11,438,9,9.0,1.0,0.0,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4HI0_A,4HI0_E,7518,17618,7471,183013.0,4.0,697.179193576201,Helicobacter pylori,Helicobacter pylori,V,V
4HI0_A,4HI0_B,7518,7444,7262,87433.0,1.0,636.2850146517732,Helicobacter pylori,Helicobacter pylori,V,V
4HKJ_P,4HKJ_N,37,837,7,11.0,1.0,0.9035079029052512,Cowpox virus,Homo sapiens,V,E
4I6J_A,4I6J_B,12682,1843,1385,643870.0,44.0,2595.61295274773,Mus musculus,Homo sapiens,E,E
4II2_B,4II2_A,2731,17112,1865,933218.0,91.0,4056.7562339713922,Schizosaccharomyces pombe,Schizosaccharomyces pombe,E,E
4II2_C,4II2_A,2204,17112,1750,692215.0,140.0,1829.380906188356,Schizosaccharomyces pombe,Schizosaccharomyces pombe,E,E
4KP3_B,4KP3_F,1358,0,0,0.0,,,Mus musculus,Mus musculus,E,E
4KP3_A,4KP3_C,1358,341,330,11873.0,6.0,130.75270263751958,Mus musculus,Mus musculus,E,E
4OWT_A,4OWT_C,569,237,211,615.0,1.0,6.346422829043631,Homo sapiens,Homo sapiens,E,E
4OWT_B,4OWT_A,1007,569,510,2343.0,2.0,12.835534495691276,Homo sapiens,Homo sapiens,E,E
4PKG_A,4PKG_G,11203,1174,1144,624671.0,38.5,7299.0258502640345,Oryctolagus cuniculus,Homo sapiens,E,E
4PSW_C,4PSW_A,2438,2059,1280,7119.0,2.0,37.524774360359565,Ophiophagus hannah,Saccharomyces cerevisiae,E,E
4PSW_C,4PSW_B,2438,3003,1478,182638.0,44.0,632.0722711160482,Ophiophagus hannah,Saccharomyces cerevisiae,E,E
4QXF_B,4QXF_E,2815,573,513,893353.0,210.0,5444.146503302523,Homo sapiens,Homo sapiens,E,E
4U4C_B,4U4C_A,86,17835,83,990.0,8.0,12.861433085967604,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4U4C_A,4U4C_B,17835,86,83,990.0,8.0,12.861433085967604,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4UEL_B,4UEL_A,2745,1796,1468,440780.0,64.0,3063.1529042818183,Homo sapiens,Homo sapiens,E,E
4UEL_A,4UEL_C,1796,1237,1187,14419.0,4.0,112.62353210083096,Homo sapiens,Homo sapiens,E,E
4W4L_B,4W4L_A,622,523,423,1305116.0,22.0,23822.5681244045,Mycobacterium tuberculosis,Mycobacterium tuberculosis,B,B
4W4L_B,4W4L_C,622,630,603,111279.0,27.0,1136.533453678079,Mycobacterium tuberculosis,Mycobacterium tuberculosis,B,B
5AWW_Y,5AWW_G,23155,18749,18123,165818.0,1.0,290.52316575771124,Thermus thermophilus,Thermus thermophilus,B,B
5AWW_Y,5AWW_E,23155,18745,18229,132828.0,1.0,218.17994378114327,Thermus thermophilus,Thermus thermophilus,B,B
5EXE_B,5EXE_C,12651,17549,10885,1341914.0,7.0,4305.353711604206,Moorella thermoacetica,Moorella thermoacetica,B,B
5EXE_B,5EXE_A,12651,18382,11117,1453250.0,6.0,5244.475633009255,Moorella thermoacetica,Moorella thermoacetica,B,B
5FQ8_B,5FQ8_G,4977,1717,375,47061.0,18.0,1066.9231671730943,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,B,B
5FQ8_D,5FQ8_E,4978,191,189,17163.0,45.0,195.37321688898663,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,B,B
5FQD_F,5FQD_E,7349,16884,4675,644231.0,3.0,3467.203636286008,Homo sapiens,Homo sapiens,E,E
5FQD_B,5FQD_A,16948,1539,1236,47579.0,10.0,290.64747071546606,Homo sapiens,Homo sapiens,E,E
5H6Q_B,5H6Q_A,1230,12133,1135,103690.0,12.0,392.1730496445066,Homo sapiens,Homo sapiens,E,E
5IJ7_F,5IJ7_B,3147,5669,1924,1230972.0,172.5,3386.4401873182605,Homo sapiens,Anolis carolinensis,E,E
5L9W_A,5L9W_C,6729,905,889,37139.0,2.0,679.5111129276507,Aromatoleum aromaticum,Aromatoleum aromaticum,B,B
5LQF_A,5LQF_C,10284,1303,1290,87722.0,18.0,202.58651515248317,Homo sapiens,Homo sapiens,E,E
5LQF_D,5LQF_E,10264,3011,1698,2565922.0,88.0,14227.354267951772,Homo sapiens,Homo sapiens,E,E
5T70_G,5T70_A,664,822,202,135563046.0,1529.0,8517440.684330141,Homo sapiens,Homo sapiens,E,E
5V3N_B,5V3N_A,0,492,0,0.0,,,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,Saccharomyces cerevisiae,E,E
5X3X_m,5X3X_q,5810,10614,4251,30199.0,3.0,71.46606046807794,Rhodobacter capsulatus,Rhodobacter capsulatus,B,B
1A9X_B,1A9X_A,23688,27136,20165,1291805.0,4.0,2425.8405194782736,Escherichia coli,Escherichia coli,B,B
1AN1_I,1AN1_E,1558,3894,710,7049055.0,163.0,200676.4538910019,Hirudo medicinalis,Sus scrofa,E,E
1AVW_A,1AVW_B,3879,226,3,25.0,10.0,5.436502143433364,Sus scrofa,Glycine max,E,E
1AWC_A,1AWC_B,656,9150,441,705475.0,252.0,3799.770791980143,Mus musculus,Mus musculus,E,E
1BH9_A,1BH9_B,1288,1273,1184,3074.0,2.0,7.0891418476204136,Homo sapiens,Homo sapiens,E,E
1BML_B,1BML_D,4120,101,1,2.0,2.0,0.0,Homo sapiens,Streptococcus dysgalactiae subsp. equisimilis,E,B
1BOU_B,1BOU_A,11511,1369,1319,42234.0,3.0,558.1448011225078,Sphingomonas paucimobilis,Sphingomonas paucimobilis,B,B
1BVN_P,1BVN_T,15486,177,161,1291.0,6.0,5.524054737372153,Sus scrofa,Streptomyces tendae,E,B
1C9B_N,1C9B_M,2841,3022,2556,734677.0,18.0,10824.667150753647,Homo sapiens,Homo sapiens,E,E
1CCW_C,1CCW_D,16227,3485,3394,344364.0,5.0,2469.030545564116,Clostridium cochlearium,Clostridium cochlearium,B,B
1CI6_A,1CI6_B,1338,401,376,19248.0,8.0,119.06421712634516,Homo sapiens,Mus musculus,E,E
1D2Z_A,1D2Z_B,473,348,346,18210.0,7.5,512.8947560395105,Drosophila melanogaster,Drosophila melanogaster,V,V
1DCE_B,1DCE_A,5192,4984,2207,1267185.0,80.0,3876.702573186115,Rattus norvegicus,Rattus norvegicus,E,E
1DHK_A,1DHK_B,15469,1627,1267,97337.0,5.0,628.828108576269,Sus scrofa,Phaseolus vulgaris,E,E
1DML_F,1DML_E,61,51,49,18412.0,1.0,1947.8870345091018,Human herpesvirus 1,Human herpesvirus 1,V,V
1DOW_B,1DOW_A,387,445,339,17836.0,6.0,554.2637689742894,Mus musculus,Mus musculus,E,E
1DP5_A,1DP5_B,2068,11,11,72.0,7.0,2.061051645228116,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1DS6_A,1DS6_B,2807,1307,1281,189128.0,29.0,488.9843117685642,Homo sapiens,Homo sapiens,E,E
1DX5_N,1DX5_J,4141,1111,534,25320223.0,2442.0,760365.9919987938,Homo sapiens,Homo sapiens,E,E
1E6E_B,1E6E_A,15356,17901,12988,578150.0,6.0,1169.6347815470415,Bos taurus,Bos taurus,E,E
1EAI_B,1EAI_D,4227,477,432,805568.0,361.5,4472.479180065344,Sus scrofa,Ascaris suum,E,E
1EGJ_L,1EGJ_A,811,565,408,3632979.0,132.5,40095.87035707376,Mus musculus,Homo sapiens,E,E
1EM8_D,1EM8_C,1320,6847,1300,5317.0,1.0,30.521473777300827,Escherichia coli,Escherichia coli,B,B
1ES7_A,1ES7_B,1793,427,418,113850.0,27.5,927.3419844544712,Homo sapiens,Homo sapiens,E,E
1EUV_A,1EUV_B,1876,1549,1448,153391.0,10.0,700.1783624884524,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1EXB_A,1EXB_E,15053,1589,717,102330.0,12.0,505.76034513621244,Rattus norvegicus,Rattus norvegicus,E,E
1F3U_E,1F3U_F,1236,1151,1084,3012.0,1.0,10.45879560053975,Homo sapiens,Homo sapiens,E,E
1FI8_B,1FI8_E,4110,1480,90,562.0,2.0,12.216847302994802,Rattus norvegicus,Escherichia coli,E,B
1FLE_E,1FLE_I,4220,481,429,14472537.0,427.0,667321.4804927445,Sus scrofa,Homo sapiens,E,E
1FM0_E,1FM0_D,13554,14819,12877,350201.0,2.0,817.4025785297058,Escherichia coli,Escherichia coli,B,B
1FOE_B,1FOE_A,2810,1358,1292,4631489.0,210.0,21764.5072507644,Homo sapiens,Mus musculus,E,E
1FQ1_B,1FQ1_A,10035,10872,4523,3212539.0,4.0,8777.632629064814,Homo sapiens,Homo sapiens,E,E
1FS0_G,1FS0_E,20000,26589,19036,167931.0,1.0,247.5729059926619,Escherichia coli,Escherichia coli,B,B
1FXK_A,1FXK_C,2362,2508,2211,44126.0,2.0,662.3103696771072,Methanothermobacter thermautotrophicus,Methanothermobacter thermautotrophicus,A,A
1FYH_A,1FYH_B,225,421,139,12159.0,30.0,200.1416523881301,Homo sapiens,Homo sapiens,E,E
1G1X_C,1G1X_A,25143,21085,20340,129948.0,1.0,222.2933432527527,Thermus thermophilus,Thermus thermophilus,B,B
1G4U_R,1G4U_S,2814,6290,1809,3979777.0,96.0,11816.986852789423,Homo sapiens,Salmonella typhimurium,E,B
1G73_C,1G73_B,1387,213,206,10423.0,14.0,123.50306702399,Homo sapiens,Homo sapiens,E,E
1G8K_B,1G8K_A,15981,13401,10787,4610503.0,9.0,32551.535951719216,Alcaligenes faecalis,Alcaligenes faecalis,B,B
1GHQ_B,1GHQ_A,1088,9082,482,1672864.0,150.0,39956.66888236186,Homo sapiens,Homo sapiens,E,E
1GL4_B,1GL4_A,2065,454,401,1239330.0,212.0,15470.171244690462,Mus musculus,Mus musculus,E,E
1GLC_F,1GLC_G,9365,17380,7991,588112.0,5.0,2097.3103641852663,Escherichia coli,Escherichia coli,B,B
1GNG_A,1GNG_X,8796,141,141,11782.0,41.0,130.15339388715552,Homo sapiens,Homo sapiens,E,E
1GO3_E,1GO3_F,20582,1809,1542,34207.0,1.0,740.4004687502277,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii,A,A
1GO4_B,1GO4_F,1427,512,501,3456.0,2.0,20.935210786259997,Homo sapiens,Homo sapiens,E,E
1GVN_D,1GVN_C,20604,108,106,2777.0,5.0,107.09706581355988,Streptococcus pyogenes,Streptococcus pyogenes,V,V
1GZS_A,1GZS_B,2760,130,1,1.0,1.0,0.0,Homo sapiens,Salmonella typhimurium,E,B
1H2S_B,1H2S_A,0,2187,0,0.0,,,Natronomonas pharaonis,Natronomonas pharaonis,A,A
1H2T_Z,1H2T_C,7563,1417,1388,138231.0,26.5,984.1157010591679,Homo sapiens,Homo sapiens,E,E
1H3O_B,1H3O_A,1273,369,332,1645.0,2.0,15.6095354593433,Homo sapiens,Homo sapiens,E,E
1H59_A,1H59_B,752,185,162,8490.0,20.0,90.8819988936648,Homo sapiens,Homo sapiens,E,E
1H9D_C,1H9D_D,424,404,320,3608.0,4.0,32.28156401105745,Homo sapiens,Homo sapiens,E,E
1H9H_E,1H9H_I,3879,22,1,164.0,164.0,0.0,Sus scrofa,Ecballium elaterium,E,E
1HE1_C,1HE1_A,2816,123,0,0.0,,,Homo sapiens,Pseudomonas aeruginosa,E,B
1HFE_S,1HFE_L,2495,14895,2494,98319.0,10.0,340.82469820058736,Desulfovibrio vulgaris,Desulfovibrio vulgaris,B,B
1I1R_A,1I1R_B,1994,210,171,155042.0,276.0,1724.3881181246534,Homo sapiens,Human herpesvirus 8,E,V
1I2M_A,1I2M_B,2905,3003,1593,4435293.0,240.0,11375.105246145027,Homo sapiens,Homo sapiens,E,E
1I4D_D,1I4D_A,2810,734,732,299079.0,77.0,1332.7188583537986,Homo sapiens,Homo sapiens,E,E
1I4E_B,1I4E_A,1976,21,1,1.0,1.0,0.0,Homo sapiens,Autographa californica nuclear polyhedrosis virus,E,V
1I7Q_D,1I7Q_C,21165,18622,18010,1199795.0,6.0,2138.2205133780394,Serratia marcescens,Serratia marcescens,B,B
1I7W_D,1I7W_C,398,2016,363,619271.0,150.0,4864.538591723982,Mus musculus,Mus musculus,E,E
1IAR_A,1IAR_B,170,395,127,12749.0,36.0,187.57784933967847,Homo sapiens,Homo sapiens,E,E
1IB1_C,1IB1_G,1847,18485,885,9097.0,3.0,33.66380918583606,Homo sapiens,Ovis aries,E,E
1IK9_C,1IK9_A,721,886,626,920.0,1.0,1.5936792696495463,Homo sapiens,Homo sapiens,E,E
1IS8_H,1IS8_S,16529,272,251,913.0,2.0,8.191436585798206,Rattus norvegicus,Rattus norvegicus,E,E
1J2J_A,1J2J_B,8857,752,748,109273.0,27.0,461.0513841344642,Mus musculus,Homo sapiens,E,E
1JIW_I,1JIW_P,1145,8575,1025,33646.0,7.0,478.56761455204725,Pseudomonas aeruginosa,Pseudomonas aeruginosa,B,B
1JMU_I,1JMU_F,41,47,28,15464.0,1.0,2737.778333627767,Reovirus type 1,Reovirus type 1,V,V
1JNR_A,1JNR_B,19440,15007,13282,880368.0,4.0,1854.2693332591775,Archaeoglobus fulgidus,Archaeoglobus fulgidus,A,A
1JQL_A,1JQL_B,20692,14517,14083,157839.0,1.0,340.13206540684496,Escherichia coli,Escherichia coli,B,B
1JR3_E,1JR3_B,23389,22836,22664,1267971.0,4.0,1970.3573094135934,Escherichia coli,Escherichia coli,B,B
1JW9_B,1JW9_D,19169,14819,13988,744366.0,3.0,1664.434271823223,Escherichia coli,Escherichia coli,B,B
1KA9_H,1KA9_F,19725,20435,18070,795612.0,4.0,1181.3069676729124,Thermus thermophilus,Thermus thermophilus,B,B
1KKM_I,1KKM_A,14107,18792,13111,329980.0,4.0,481.4551013131571,Bacillus subtilis,Lactobacillus casei,B,B
1KMI_Y,1KMI_Z,15235,4386,4064,61958.0,4.0,125.3445693008573,Escherichia coli,Escherichia coli,B,B
1KPS_C,1KPS_D,2202,304,302,31773.0,33.0,292.76258863345896,Homo sapiens,Mus musculus,E,E
1KXP_A,1KXP_D,11874,221,155,108656.0,234.0,1551.6876493833092,Oryctolagus cuniculus,Homo sapiens,E,E
1L0O_C,1L0O_B,20155,12959,12128,954117.0,6.0,2133.3157795529983,Geobacillus stearothermophilus,Geobacillus stearothermophilus,B,B
1LDJ_A,1LDJ_B,1676,1985,1546,988774.0,85.0,2883.9269358311494,Homo sapiens,Homo sapiens,E,E
1LQV_C,1LQV_A,0,587,0,0.0,,,Homo sapiens,Homo sapiens,E,E
1LRW_A,1LRW_B,10343,172,171,3760.0,8.0,101.12900615845876,Paracoccus denitrificans,Paracoccus denitrificans,B,B
1LTS_C,1LTS_E,33,22,16,1705.0,1.0,267.01380318955415,Escherichia coli,Escherichia coli,B,B
1M1E_A,1M1E_B,2031,283,277,48436.0,60.0,275.5886480257648,Mus musculus,Homo sapiens,E,E
1MNM_C,1MNM_B,2890,2592,1451,2095372.0,18.0,7772.639985290914,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1MQS_A,1MQS_B,1579,0,0,0.0,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1N2D_C,1N2D_A,968,6286,956,176024.0,23.0,760.21662496946,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1N6J_A,1N6J_G,2579,24,24,1231.0,24.0,60.45279092445241,Homo sapiens,Homo sapiens,E,E
1NBW_B,1NBW_A,726,17080,713,19412.0,6.0,221.9082503921194,Klebsiella pneumoniae,Klebsiella pneumoniae,B,B
1NF3_B,1NF3_D,2757,770,503,7244959.0,2091.0,49850.0954285354,Homo sapiens,Mus musculus,E,E
1NPE_B,1NPE_A,954,8238,496,12129381.0,1680.0,345064.0604764943,Mus musculus,Mus musculus,E,E
1NRJ_A,1NRJ_B,1155,18578,1146,16303.0,6.0,123.27705592500078,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1NU7_F,1NU7_H,4141,50,1,19.0,19.0,0.0,Homo sapiens,Staphylococcus aureus,E,B
1O6O_C,1O6O_E,3299,0,0,0.0,,,Homo sapiens,Saccharomyces cerevisiae,E,E
1OAO_B,1OAO_C,4636,751,648,24813.0,3.0,732.3979744762918,Moorella thermoacetica,Moorella thermoacetica,B,B
1OC0_B,1OC0_A,234,3511,215,115031.0,108.0,2197.4659251611747,Homo sapiens,Homo sapiens,E,E
1OF5_A,1OF5_B,1489,1050,1047,7731.0,5.0,14.043650413404126,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1OFH_A,1OFH_G,20972,14937,13837,365737.0,3.0,820.9473471036197,Haemophilus influenzae,Haemophilus influenzae,B,B
1OQE_I,1OQE_Q,504,88,88,2224.0,16.0,41.97827557004588,Homo sapiens,Homo sapiens,E,E
1OR7_F,1OR7_B,4049,15123,4015,59993.0,2.0,335.0927785854129,Escherichia coli,Escherichia coli,B,B
1ORY_B,1ORY_A,9030,7425,7140,92655.0,2.0,242.62465887913157,Aquifex aeolicus,Aquifex aeolicus,B,B
1OTC_A,1OTC_B,935,5,5,81.0,16.0,12.905812643921342,Sterkiella nova,Sterkiella nova,E,E
1OW3_B,1OW3_A,2819,1678,1549,4010780.0,220.0,13712.752568525106,Homo sapiens,Homo sapiens,E,E
1P3Q_V,1P3Q_R,2745,950,944,57468.0,19.0,175.5433144245471,Bos taurus,Saccharomyces cerevisiae,E,E
1PBY_C,1PBY_A,399,4611,392,20174.0,1.0,921.31363001257,Paracoccus denitrificans,Paracoccus denitrificans,B,B
1PG5_A,1PG5_B,21113,3747,3706,92400.0,2.0,915.5023857004824,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius,A,A
1PQ1_A,1PQ1_B,526,96,96,4934.0,24.0,64.15662462005689,Mus musculus,Mus musculus,E,E
1PXV_B,1PXV_D,374,36,34,1077.0,2.0,163.73449106408162,Staphylococcus aureus,Staphylococcus aureus,B,B
1QGK_B,1QGK_A,1408,2912,1401,397854.0,31.0,3991.537057618215,Homo sapiens,Homo sapiens,E,E
1QS0_A,1QS0_B,19710,20585,18438,1864793.0,6.0,3697.779424352591,Pseudomonas putida,Pseudomonas putida,B,B
1QZ7_A,1QZ7_B,2008,159,156,44790.0,108.0,525.331482183935,Homo sapiens,Xenopus laevis,E,E
1R0R_I,1R0R_E,1552,13943,963,135224.0,7.0,1865.3425306102936,Meleagris gallopavo,Bacillus licheniformis,E,B
1R4A_A,1R4A_E,8882,298,298,33133.0,50.5,400.60646495247977,Rattus norvegicus,Homo sapiens,E,E
1R6O_B,1R6O_D,19967,12453,11822,251412.0,3.0,624.7236514868277,Escherichia coli,Escherichia coli,B,B
1R8S_A,1R8S_E,5003,1593,1535,912707.0,105.0,2644.040462170694,Bos taurus,Homo sapiens,E,E
1RP3_F,1RP3_E,5969,18732,5915,86020.0,3.0,231.56734585679692,Aquifex aeolicus,Aquifex aeolicus,B,B
1RZR_C,1RZR_T,11873,14106,10007,446814.0,6.0,1142.1370168854485,Bacillus megaterium,Bacillus megaterium,B,B
1S64_F,1S64_E,4056,8234,2857,352749.0,12.0,2353.7399149998537,Rattus norvegicus,Rattus norvegicus,E,E
1S6C_B,1S6C_A,337,7079,334,78566.0,59.5,537.0184396375406,Rattus norvegicus,Rattus norvegicus,E,E
1S6V_B,1S6V_C,13870,9463,7463,591597.0,6.0,2263.1256907577945,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1S70_A,1S70_B,16933,8947,7737,2249533.0,6.0,6909.831474679677,Gallus gallus,Gallus gallus,E,E
1SBW_A,1SBW_I,3845,82,1,1.0,1.0,0.0,Bos taurus,Vigna radiata var. radiata,E,E
1SKR_B,1SKR_A,22018,23229,19779,878296.0,4.0,1362.2619943101672,Escherichia coli,Enterobacteria phage T7,B,
1SQ2_L,1SQ2_N,5031,763,316,409663.0,178.0,3940.972293752264,Gallus gallus,Ginglymostoma cirratum,E,E
1T0F_A,1T0F_C,3451,480,465,3180.0,2.0,48.48112154975546,Escherichia coli,Escherichia coli,B,B
1T0P_A,1T0P_B,14557,112,112,109749.0,456.0,1663.871598324551,Homo sapiens,Homo sapiens,E,E
1T6G_D,1T6G_B,1319,1957,363,16971.0,33.0,69.28246344429613,Aspergillus niger,Triticum aestivum,E,E
1TAF_A,1TAF_B,1777,2357,1681,9777.0,2.0,33.08682177337484,Drosophila melanogaster,Drosophila melanogaster,V,V
1TBR_S,1TBR_K,1520,4449,704,7822966.0,222.0,203697.81670979087,Rhodnius prolixus,Bos taurus,E,E
1TH8_B,1TH8_A,15261,14499,11218,1383630.0,7.0,5527.53604971336,Geobacillus stearothermophilus,Geobacillus stearothermophilus,B,B
1TII_C,1TII_E,33,5,5,472.0,1.0,186.8,Escherichia coli,Escherichia coli,B,B
1TMQ_A,1TMQ_B,15423,225,66,20371.0,19.5,1253.4697962350199,Tenebrio molitor,Eleusine coracana,E,E
1TTW_A,1TTW_B,1015,9,9,114.0,4.0,15.355057075041364,Yersinia pestis,Yersinia enterocolitica,B,B
1TY4_A,1TY4_C,495,8,7,26.0,3.0,3.614031611621004,Caenorhabditis elegans,Caenorhabditis elegans,E,E
1U2G_B,1U2G_C,19407,9937,9804,322951.0,3.0,865.4945853389412,Rhodospirillum rubrum,Rhodospirillum rubrum,B,B
1UB4_A,1UB4_C,9144,8173,4957,191066.0,3.0,1541.1401355359542,Escherichia coli,Escherichia coli,B,B
1UNL_A,1UNL_D,8823,314,312,44818.0,51.0,433.3696430224727,Homo sapiens,Homo sapiens,E,E
1UW4_D,1UW4_C,1349,1291,1217,4234.0,1.0,19.29308857593716,Homo sapiens,Homo sapiens,E,E
1VG9_B,1VG9_A,2825,10421,1973,488153.0,54.0,1248.541939189555,Rattus norvegicus,Rattus norvegicus,E,E
1WDD_E,1WDD_W,38863,2412,2119,15805.0,2.0,43.05267544619626,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica,E,E
1WRD_B,1WRD_A,2727,1210,1201,505487.0,40.0,2334.322032856657,Bos taurus,Homo sapiens,E,E
1WTH_A,1WTH_D,5963,166,165,312.0,2.0,0.6788419891852534,Enterobacteria phage T4,Enterobacteria phage T4,V,V
1WUI_L,1WUI_S,17871,18872,16376,577004.0,1.0,1204.0577955874926,Desulfovibrio vulgaris,Desulfovibrio vulgaris,B,B
1WVE_A,1WVE_C,16587,12727,11389,1960139.0,10.0,8287.392799505084,Pseudomonas putida,Pseudomonas putida,B,B
1WWW_V,1WWW_Y,4261,2007,684,235591.0,3.0,1245.1646206076387,Homo sapiens,Homo sapiens,E,E
1WYW_A,1WYW_B,9447,1667,956,9080.0,3.0,30.25638346519955,Homo sapiens,Homo sapiens,E,E
1X3Z_B,1X3Z_A,1374,4316,1158,9832.0,2.0,56.617489040108644,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1XDT_R,1XDT_T,548,47,0,0.0,,,Homo sapiens,Corynephage beta,E,V
1XKP_C,1XKP_A,111,818,108,523.0,1.0,14.392746396501925,Yersinia pestis,Yersinia pestis,B,B
1XOU_A,1XOU_B,48,41,41,428.0,1.0,58.12352228616764,Escherichia coli,Escherichia coli,B,B
1XRS_B,1XRS_A,15492,805,791,17968.0,6.0,325.39717829041257,Acetoanaerobium sticklandii,Acetoanaerobium sticklandii,B,B
1XU2_A,1XU2_R,506,116,115,5587.0,24.0,68.98417998966778,Mus musculus,Homo sapiens,E,E
1Y56_B,1Y56_A,14411,17286,12059,1227365.0,6.0,2317.4417790560933,Pyrococcus horikoshii,Pyrococcus horikoshii,A,A
1Y8X_A,1Y8X_B,2191,1138,1133,68594.0,23.0,200.80665055684804,Homo sapiens,Homo sapiens,E,E
1Y96_A,1Y96_B,446,269,186,337.0,1.0,1.7357932996193275,Homo sapiens,Homo sapiens,E,E
1YA5_B,1YA5_T,635,99,98,43512.0,262.0,533.1346079594549,Homo sapiens,Homo sapiens,E,E
1YC0_A,1YC0_I,3800,779,572,26390408.0,503.0,1018673.9053613158,Homo sapiens,Homo sapiens,E,E
1YFN_E,1YFN_A,558,6192,540,2029.0,1.0,32.212983935351346,Escherichia coli,Escherichia coli,B,B
1YHN_A,1YHN_B,2826,287,286,108658.0,100.0,898.636625278889,Homo sapiens,Homo sapiens,E,E
1YKH_A,1YKH_B,1201,1167,1039,1821.0,1.0,4.884363515372786,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1Z0J_A,1Z0J_B,2816,376,375,62753.0,61.0,342.3277194320605,Mus musculus,Homo sapiens,E,E
1Z2C_A,1Z2C_B,2800,1207,1191,632847.0,57.0,2959.6413322914477,Homo sapiens,Mus musculus,E,E
1ZAV_A,1ZAV_V,22138,19573,18980,120145.0,1.0,189.8997593460212,Thermotoga maritima,Thermotoga maritima,B,B
1ZBD_A,1ZBD_B,2824,417,412,504271.0,195.0,2970.956331721566,Rattus norvegicus,Rattus norvegicus,E,E
1ZLH_A,1ZLH_B,12416,20,15,405.0,12.0,33.148152286364315,Bos taurus,Rhipicephalus bursa,E,E
1ZOQ_C,1ZOQ_A,286,275,150,9848.0,23.0,157.1107883699341,Homo sapiens,Homo sapiens,E,E
1ZQ1_A,1ZQ1_C,14475,17222,10424,184052.0,1.0,678.3928787767294,Pyrococcus abyssi,Pyrococcus abyssi,A,A
1ZR0_B,1ZR0_A,777,3859,570,27927356.0,450.0,1087434.8768702212,Homo sapiens,Bos taurus,E,E
1ZUN_B,1ZUN_A,37404,18401,13457,466616.0,4.0,1055.1994024137714,Pseudomonas syringae pv. tomato,Pseudomonas syringae pv. tomato,B,B
2A1J_A,2A1J_B,9510,22006,9351,250885.0,3.0,658.4006760440827,Homo sapiens,Homo sapiens,E,E
