,id1,id2,n_unique1,n_unique2,n_matching_ox,ncombos_total,median_combos,std_combos,PDB
612,1UNL_A,1UNL_D,8823,314,312,44818.0,51.0,433.3696430224727,1unl
613,1UW4_D,1UW4_C,1349,1291,1217,4234.0,1.0,19.29308857593716,1uw4
614,1VG9_B,1VG9_A,2825,10421,1973,488153.0,54.0,1248.541939189555,1vg9
615,1WDD_E,1WDD_W,38863,2412,2119,15805.0,2.0,43.05267544619626,1wdd
616,1WTH_A,1WTH_D,5963,166,165,312.0,2.0,0.6788419891852534,1wth
617,1WUI_L,1WUI_S,17871,18872,16376,577004.0,1.0,1204.0577955874926,1wui
618,1WVE_A,1WVE_C,16587,12727,11389,1960139.0,10.0,8287.392799505084,1wve
619,1WWW_V,1WWW_Y,4261,2007,684,235591.0,3.0,1245.1646206076387,1www
620,1WYW_A,1WYW_B,9447,1667,956,9080.0,3.0,30.25638346519955,1wyw
621,1X3Z_B,1X3Z_A,1374,4316,1158,9832.0,2.0,56.617489040108644,1x3z
622,1XDT_R,1XDT_T,548,47,0,0.0,,,1xdt
623,1XKP_C,1XKP_A,111,818,108,523.0,1.0,14.392746396501925,1xkp
624,1XOU_A,1XOU_B,48,41,41,428.0,1.0,58.12352228616764,1xou
625,1XRS_B,1XRS_A,15492,805,791,17968.0,6.0,325.39717829041257,1xrs
626,1XU2_A,1XU2_R,506,116,115,5587.0,24.0,68.98417998966778,1xu2
627,1Y56_B,1Y56_A,14411,17286,12059,1227365.0,6.0,2317.4417790560933,1y56
628,1Y96_A,1Y96_B,446,269,186,337.0,1.0,1.7357932996193275,1y96
629,1YA5_B,1YA5_T,635,99,98,43512.0,262.0,533.1346079594549,1ya5
630,1YC0_A,1YC0_I,3800,779,572,26390408.0,503.0,1018673.9053613158,1yc0
631,1YFN_E,1YFN_A,558,6192,540,2029.0,1.0,32.212983935351346,1yfn
632,1YHN_A,1YHN_B,2826,287,286,108658.0,100.0,898.636625278889,1yhn
633,1YKH_A,1YKH_B,1201,1167,1039,1821.0,1.0,4.884363515372786,1ykh
634,1Z0J_A,1Z0J_B,2816,376,375,62753.0,61.0,342.3277194320605,1z0j
635,1Z2C_A,1Z2C_B,2800,1207,1191,632847.0,57.0,2959.6413322914477,1z2c
636,1ZAV_A,1ZAV_V,22138,19573,18980,120145.0,1.0,189.8997593460212,1zav
637,1ZBD_A,1ZBD_B,2824,417,412,504271.0,195.0,2970.956331721566,1zbd
638,1ZOQ_C,1ZOQ_A,286,275,150,9848.0,23.0,157.1107883699341,1zoq
639,1ZQ1_A,1ZQ1_C,14475,17222,10424,184052.0,1.0,678.3928787767294,1zq1
640,1ZR0_B,1ZR0_A,777,3859,570,27927356.0,450.0,1087434.8768702212,1zr0
641,1ZUN_B,1ZUN_A,37404,18401,13457,466616.0,4.0,1055.1994024137714,1zun
642,2A1J_A,2A1J_B,9510,22006,9351,250885.0,3.0,658.4006760440827,2a1j
643,2A5Y_A,2A5Y_B,500,3000,297,6241.0,5.0,47.37499753037657,2a5y
644,2A6Q_C,2A6Q_F,10756,9095,6757,190705.0,3.0,846.8725351086473,2a6q
645,2AQ2_B,2AQ2_A,75,573,1,6.0,6.0,0.0,2aq2
646,2ARP_A,2ARP_F,1795,1454,510,666897.0,142.0,5896.470816419999,2arp
647,2AS5_F,2AS5_N,1683,454,379,235654.0,108.0,1688.873640185499,2as5
648,2AVU_B,2AVU_E,1795,1876,1750,9488.0,1.0,57.269372392266376,2avu
649,2AW2_B,2AW2_A,396,355,203,120537.0,92.0,1362.851301526352,2aw2
650,2B1X_A,2B1X_B,12010,5531,5122,1174142.0,9.0,6380.331919146034,2b1x
651,2B4J_A,2B4J_D,626,327,189,11460.0,9.0,291.3457173780276,2b4j
652,2B5L_A,2B5L_C,1551,104,0,0.0,,,2b5l
653,2B9S_A,2B9S_B,8129,2467,2350,11653.0,1.0,52.57388315370728,2b9s
654,2BEC_B,2BEC_A,368,7199,340,126212.0,121.5,683.9107629115788,2bec
655,2BH1_X,2BH1_A,3518,3488,3208,43698.0,1.0,395.2435329107311,2bh1
656,2BKR_B,2BKR_A,2713,1864,1561,1293235.0,65.0,5651.816844300811,2bkr
657,2BO9_A,2BO9_B,12777,152,146,9535.0,44.0,79.5335343306837,2bo9
658,2BRQ_A,2BRQ_C,756,1,1,39.0,39.0,0.0,2brq
659,2C1M_A,2C1M_B,2496,599,595,131952.0,38.0,1448.8340185936,2c1m
660,2C4F_L,2C4F_U,1170,191,174,480467.0,1356.0,4522.847641313002,2c4f
661,2C7M_B,2C7M_A,2745,796,742,372104.0,62.0,2211.5756495373307,2c7m
662,2CG5_B,2CG5_A,16769,19215,15220,398661.0,2.0,1047.8416252139798,2cg5
663,2CZV_A,2CZV_C,3990,2103,1666,4551.0,1.0,15.804307970808615,2czv
664,2D7C_A,2D7C_C,2834,255,255,89828.0,138.0,658.5561267091392,2d7c
665,2DOQ_D,2DOQ_B,13,6255,13,115.0,9.0,2.567433733581329,2doq
666,2DZO_D,2DZO_C,22155,6173,5629,1761915.0,4.0,4798.783439493284,2dzo
667,2E31_A,2E31_B,1369,1669,1253,284663.0,9.0,1976.7700857970488,2e31
668,2EHB_D,2EHB_A,959,6977,914,834667.0,25.0,4587.52817001406,2ehb
669,2EQ7_C,2EQ7_B,15516,19290,14187,816784.0,4.0,1305.1076482342,2eq7
670,2EQB_A,2EQB_B,2814,952,946,117020.0,38.0,332.1540606722985,2eqb
671,2ES4_B,2ES4_E,16267,1322,1318,31754.0,6.0,135.69464041694752,2es4
672,2EX3_A,2EX3_B,5441,11,11,13.0,1.0,0.38569460791993504,2ex3
673,2F2C_B,2F2C_A,8364,2864,1671,2474211.0,81.0,12391.675348629702,2f2c
674,2F3C_I,2F3C_E,1466,3769,709,8174693.0,176.0,228919.64730211196,2f3c
675,2F4M_B,2F4M_A,1374,8087,1196,10281.0,3.0,55.886021896365826,2f4m
676,2F91_A,2F91_B,3607,143,111,78809.0,204.0,2027.4093241095652,2f91
677,2F9I_B,2F9I_A,23903,19317,18129,1480945.0,4.0,3406.991607827194,2f9i
678,2F9Z_C,2F9Z_A,5379,7403,4315,28936.0,3.0,47.47396627381193,2f9z
679,2FDB_M,2FDB_P,583,1443,397,1393679.0,288.0,10874.78329694885,2fdb
680,2FH5_A,2FH5_B,1294,11714,1288,76735.0,22.0,343.96062986841713,2fh5
681,2FHZ_A,2FHZ_B,59,69,16,158.0,1.0,21.525783957849246,2fhz
682,2FM8_A,2FM8_C,316,116,110,350.0,1.0,10.068115123932598,2fm8
683,2FMM_C,2FMM_E,1007,429,291,6919.0,4.0,212.8112152521859,2fmm
684,2FU5_D,2FU5_A,2824,584,584,39540.0,34.0,170.61067463304497,2fu5
685,2G48_D,2G48_B,122,19967,114,1380.0,8.0,16.049467620318755,2g48
686,2G77_B,2G77_A,2790,1662,1561,2946039.0,288.0,8015.928194395852,2g77
687,2GAF_A,2GAF_D,140,85,77,638.0,1.0,31.12599328946837,2gaf
688,2GH0_C,2GH0_A,350,310,248,6819.0,6.0,51.679689495212145,2gh0
689,2GWW_A,2GWW_B,459,17,0,0.0,,,2gww
690,2GZH_A,2GZH_B,2834,330,329,159776.0,92.0,2866.365153030937,2gzh
691,2H32_B,2H32_A,1020,594,402,30270162.0,82.0,937123.9223120012,2h32
692,2H9E_H,2H9E_C,3998,230,208,155223.0,136.0,1871.6273853263406,2h9e
693,2HSN_B,2HSN_A,7160,274,270,7248.0,3.0,354.49662520812615,2hsn
694,2HTM_G,2HTM_C,12512,15758,12018,106096.0,1.0,247.35817344641129,2htm
695,2HVY_D,2HVY_C,8635,1936,1837,64215.0,4.0,1178.193841709582,2hvy
696,2HZM_A,2HZM_B,730,952,638,1017.0,1.0,2.1734567784936223,2hzm
697,2I2X_J,2I2X_I,15861,176,174,4561.0,16.5,50.42937089963353,2i2x
698,2I3T_C,2I3T_D,3437,90,90,1924.0,16.0,15.172034052293403,2i3t
699,2IJ0_B,2IJ0_C,66,812,1,6.0,6.0,0.0,2ij0
700,2J12_B,2J12_A,1516,194,0,0.0,,,2j12
701,2J7A_B,2J7A_C,4548,4878,3619,585200.0,9.0,4798.125055972137,2j7a
702,2JF1_A,2JF1_T,669,0,0,0.0,,,2jf1
703,2NQ2_C,2NQ2_A,16668,14779,13308,1371592.0,8.0,3842.8772716261715,2nq2
704,2NS1_B,2NS1_A,15374,16334,13259,279205.0,2.0,613.5957484332873,2ns1
705,2NUD_A,2NUD_C,88,133,0,0.0,,,2nud
706,2NV2_L,2NV2_K,20433,20626,19059,1541953.0,6.0,3401.2057586816463,2nv2
707,2NYZ_E,2NYZ_B,302,3,0,0.0,,,2nyz
708,2O8G_A,2O8G_I,16948,867,862,28513.0,11.0,103.13234459449885,2o8g
709,2O98_A,2O98_P,1841,174,147,36700.0,90.0,582.403972950756,2o98
710,2OCF_D,2OCF_A,3145,1367,504,6438272.0,874.5,54963.50245145618,2ocf
711,2ODY_E,2ODY_B,775,4447,569,32508365.0,804.0,1234981.134629402,2ody
712,2OM2_A,2OM2_B,3807,307,307,135088.0,98.0,966.1182880746117,2om2
713,2OMY_B,2OMY_A,798,3351,436,3827520.0,1544.0,63094.63596442518,2omy
714,2OT3_B,2OT3_A,2817,1485,1476,599259.0,60.0,1851.0431108524601,2ot3
715,2OXG_Z,2OXG_Y,2298,2219,2152,19662.0,1.0,98.56157811993877,2oxg
716,2OZ4_A,2OZ4_H,939,778,400,17522541.0,932.0,235544.0925803346,2oz4
717,2OZB_D,2OZB_E,6597,2737,2589,132618.0,9.0,1149.958215358128,2ozb
718,2P1L_E,2P1L_F,527,64,55,958.0,8.0,22.287942854696453,2p1l
719,2P8Q_A,2P8Q_B,2708,246,244,59234.0,47.5,2149.799826950265,2p8q
720,2PBI_D,2PBI_C,3421,1447,1355,706442.0,84.0,3609.4874364956,2pbi
721,2PK9_A,2PK9_B,9453,1597,1495,411697.0,63.0,929.940317841801,2pk9
722,2PMS_A,2PMS_C,4171,18,1,4202.0,4202.0,0.0,2pms
723,2PNR_G,2PNR_E,15339,16790,11131,1127739.0,6.0,3693.312518694196,2pnr
724,2PQN_B,2PQN_A,0,2676,0,0.0,,,2pqn
725,2PSM_C,2PSM_B,508,181,142,1980.0,6.0,27.209095063886195,2psm
726,2PT7_D,2PT7_H,18349,9398,8549,439860.0,2.0,1945.3446699865306,2pt7
727,2PW8_H,2PW8_I,4124,7,0,0.0,,,2pw8
728,2Q0O_A,2Q0O_C,12951,167,166,6295.0,13.0,200.32178905011608,2q0o
729,2Q1Z_A,2Q1Z_B,11514,11619,8143,2983811.0,16.0,18841.93479384764,2q1z
730,2Q86_D,2Q86_C,796,533,407,33383608.0,98.0,955965.5170914452,2q86
731,2QCS_B,2QCS_A,12305,9444,5180,1509860.0,7.0,4373.77762768315,2qcs
732,2QIY_C,2QIY_A,40,1573,39,134.0,3.0,2.133912643237249,2qiy
733,2QKH_A,2QKH_B,446,199,158,14849.0,64.0,101.84435080739424,2qkh
734,2QKL_B,2QKL_A,1302,1348,1213,3687.0,1.0,16.64507781537441,2qkl
735,2QLV_F,2QLV_E,17450,4755,4220,160736.0,4.0,513.3003579427137,2qlv
736,2QSF_X,2QSF_A,1420,2342,1345,15824.0,3.0,130.62904644520208,2qsf
737,2QWO_A,2QWO_B,24892,20947,19948,910432.0,2.0,883.899131735168,2qwo
738,2R17_C,2R17_A,1369,19817,1296,5286.0,2.0,14.28404456671196,2r17
739,2R6A_B,2R6A_C,23775,4780,4661,89958.0,2.0,358.2496678581385,2r6a
740,2RHS_C,2RHS_D,23345,22217,21746,803891.0,2.0,1238.3832898283702,2rhs
741,2UZX_B,2UZX_A,528,4431,437,1536613.0,592.0,14096.03745994152,2uzx
742,2V3B_B,2V3B_A,9008,17299,7414,168216.0,4.0,403.8871295650672,2v3b
743,2V51_D,2V51_E,11965,167,167,45045.0,70.0,611.3954534052571,2v51
744,2V6X_A,2V6X_B,1596,401,390,1123.0,2.0,8.878284642798608,2v6x
745,2VLQ_A,2VLQ_B,980,513,438,10051.0,2.0,269.3550804106132,2vlq
746,2VSM_A,2VSM_B,144,381,0,0.0,,,2vsm
747,2VSO_A,2VSO_E,18664,1574,1505,266910.0,24.0,3787.162025126261,2vso
748,2W19_B,2W19_D,7249,16741,6176,74613.0,1.0,428.8530730721882,2w19
749,2WAX_A,2WAX_B,17340,822,813,11750.0,8.0,91.2146099922173,2wax
750,2WBL_C,2WBL_A,2808,123,120,184898.0,717.5,2971.2537785232835,2wbl
751,2WG3_A,2WG3_C,2951,11987,1614,48832.0,2.0,481.86293461011843,2wg3
752,2WIU_D,2WIU_C,16139,7071,6091,164265.0,4.0,418.9435011914792,2wiu
753,2WJV_E,2WJV_B,895,16123,891,32843.0,10.0,288.86332199022667,2wjv
754,2WM9_B,2WM9_A,2753,1237,1232,739715.0,38.0,3240.258234573404,2wm9
755,2WP0_D,2WP0_B,1,417,1,173.0,173.0,0.0,2wp0
756,2WT7_A,2WT7_B,1550,768,734,119723.0,8.0,586.2577109307476,2wt7
757,2WWX_A,2WWX_B,2826,3,0,0.0,,,2wwx
758,2X19_A,2X19_B,2885,1940,1557,1523730.0,200.0,5058.904749581214,2x19
759,2XKO_B,2XKO_C,16342,378,373,2515.0,6.0,5.015069041781644,2xko
760,2XPI_B,2XPI_A,512,11051,502,2775.0,2.0,11.881814216993856,2xpi
761,2XPP_A,2XPP_B,1407,10,10,14.0,1.0,0.916515138991168,2xpp
762,2XTS_B,2XTS_A,12761,11826,8654,1883589.0,7.0,12751.708704522618,2xts
763,2XZE_A,2XZE_Q,1105,84,81,618.0,5.0,9.739121115877927,2xze
764,2Y0M_A,2Y0M_B,1531,255,253,7055.0,6.0,204.7037739822266,2y0m
765,2Y0N_A,2Y0N_E,1300,216,207,3502.0,4.0,82.63187685034336,2y0n
766,2Y3N_C,2Y3N_D,496,1112,105,15940.0,2.0,737.5225206600309,2y3n
767,2Y9M_A,2Y9M_B,2183,74,72,1005.0,12.0,8.304010911735496,2y9m
768,2YIN_D,2YIN_B,2810,1229,1224,775103.0,39.0,3352.2247000351567,2yin
769,2Z0D_B,2Z0D_A,1519,1432,1320,22772.0,2.0,75.18639714659916,2z0d
770,2Z5K_B,2Z5K_A,0,2638,0,0.0,,,2z5k
771,2Z7F_E,2Z7F_I,4538,477,428,13756286.0,347.5,635807.9899923739,2z7f
772,2ZET_A,2ZET_C,2849,414,408,469715.0,196.0,2729.065704586069,2zet
773,2ZFD_B,2ZFD_A,247,7007,206,771963.0,947.0,8930.276880417801,2zfd
774,2ZME_D,2ZME_B,1291,1391,1251,4304.0,2.0,11.195319670890589,2zme
775,2ZON_A,2ZON_G,13319,12570,8458,1428157.0,6.0,7638.679934244316,2zon
776,2ZXX_E,2ZXX_F,328,533,270,4548.0,2.0,226.06442433655343,2zxx
777,3A2F_A,3A2F_B,13413,2965,2581,98010.0,4.0,948.4750966641327,3a2f
778,3A4U_A,3A4U_B,2359,6446,1519,1124719.0,18.0,4210.113528834497,3a4u
779,3A5Z_C,3A5Z_D,21450,22118,19924,600876.0,2.0,1095.7483291464878,3a5z
780,3ABD_X,3ABD_A,139,1358,127,977.0,4.0,7.9807956612231825,3abd
781,3ABQ_D,3ABQ_C,4033,4003,3909,21611.0,1.0,88.4171200869923,3abq
782,3AJB_B,3AJB_A,245,1205,225,776.0,2.0,5.920083416162393,3ajb
783,3AU4_B,3AU4_A,327,930,325,109238.0,38.0,2130.442461488601,3au4
784,3AWU_A,3AWU_B,4608,423,422,1435.0,2.0,4.531961248860021,3awu
785,3AYH_A,3AYH_B,1582,12113,1493,6821.0,2.0,11.013789475144069,3ayh
786,3B08_G,3B08_H,2499,1289,1254,270239.0,33.0,1437.0556902970045,3b08
787,3B0D_C,3B0D_B,1871,1686,1489,13719.0,4.0,25.37847940479796,3b0d
788,3BES_L,3BES_R,241,249,143,4106.0,10.0,66.06942972164184,3bes
789,3BG1_A,3BG1_B,3257,1332,1267,78029.0,23.0,547.8962834136613,3bg1
790,3BH7_A,3BH7_B,16451,1549,1392,118229.0,19.0,236.84153586597668,3bh7
791,3BK3_A,3BK3_C,1793,277,276,23808.0,21.5,344.1274368844123,3bk3
792,3BRV_C,3BRV_B,141,132,108,1060.0,3.5,18.2853656057536,3brv
793,3BTP_A,3BTP_B,24,18,16,49.0,1.0,6.995255088272335,3btp
794,3BY4_B,3BY4_A,2745,1688,1545,730153.0,60.0,3171.456217083221,3by4
795,3C0T_A,3C0T_B,1014,0,0,0.0,,,3c0t
796,3CF4_G,3CF4_A,5353,14138,3983,118790.0,3.0,505.45529051519964,3cf4
797,3CH5_A,3CH5_B,2882,857,798,477143.0,80.5,2386.39357791063,3ch5
798,3CPT_B,3CPT_A,2893,1086,1003,7637.0,1.0,92.3084672151168,3cpt
799,3CQC_B,3CQC_A,1044,1172,976,2603.0,1.0,14.373058588214992,3cqc
800,3CR3_B,3CR3_D,9674,3455,3342,31699.0,2.0,163.44659547599784,3cr3
801,3CX8_A,3CX8_B,3844,364,364,181362.0,92.0,1253.0574780358972,3cx8
802,3D31_A,3D31_C,14705,14545,11779,921950.0,9.0,1311.2338922404174,3d31
803,3D5O_D,3D5O_F,4544,1503,389,1424941.0,236.0,14636.729676122939,3d5o
804,3D6N_B,3D6N_A,21113,19805,18944,1361046.0,4.0,2551.1567367335665,3d6n
805,3DBO_B,3DBO_A,10059,103,103,3169.0,5.0,120.02452855166084,3dbo
806,3DDC_A,3DDC_B,2793,416,415,324344.0,160.0,2125.807065244001,3ddc
807,3DGP_A,3DGP_B,1175,1075,858,1362.0,1.0,1.9653003993304576,3dgp
808,3DOE_A,3DOE_B,14797,397,395,70311.0,68.0,320.9392820743526,3doe
809,3DWG_A,3DWG_C,19802,15705,14748,1165731.0,4.0,3253.3044319950295,3dwg
810,3E0J_A,3E0J_B,11664,1079,1052,7670.0,3.0,78.78572876739867,3e0j
811,3E5A_A,3E5A_B,10007,129,129,11166.0,40.0,121.70850339269259,3e5a
812,3EAB_A,3EAB_G,488,996,410,2765.0,3.0,14.33927828881706,3eab
813,3EGG_A,3EGG_C,16948,4466,3695,2081148.0,2.0,8084.58640370229,3egg
814,3EI1_B,3EI1_A,3118,1553,1519,351718.0,84.0,1754.1125086311356,3ei1
815,3EUH_A,3EUH_C,1261,2454,1228,5247.0,1.0,34.83581326218816,3euh
816,3F1S_B,3F1S_A,3889,3510,1225,3882203.0,8.0,46587.882693794134,3f1s
817,3F3F_B,3F3F_D,3451,1167,1163,76317.0,24.0,622.7047704218585,3f3f
818,3F62_B,3F62_A,159,89,62,270.0,3.0,5.273478298152198,3f62
819,3F8U_C,3F8U_D,19876,1018,384,2426850.0,143.5,44348.697284032714,3f8u
820,3FBI_B,3FBI_A,1192,716,648,944.0,1.0,2.5436892752046867,3fbi
821,3FIE_C,3FIE_A,1535,133,0,0.0,,,3fie
822,3FJU_A,3FJU_B,12408,3,3,81.0,32.0,14.719601443879744,3fju
823,3FWB_B,3FWB_A,75,5950,73,851.0,11.0,5.926996925104401,3fwb
824,3G5O_D,3G5O_C,11593,12743,9065,476579.0,4.0,1956.2581318862235,3g5o
825,3G9V_C,3G9V_D,291,281,167,16172.0,52.0,132.97504684044597,3g9v
826,3G9W_D,3G9W_A,464,694,414,267572.0,74.0,3879.1635946765086,3g9w
827,3GCG_A,3GCG_B,2755,171,1,1.0,1.0,0.0,3gcg
828,3GQI_B,3GQI_A,823,8087,542,4495133.0,1642.5,49325.98930448969,3gqi
829,3GZ2_P,3GZ2_B,0,13055,0,0.0,,,3gz2
830,3H4S_A,3H4S_E,1736,6149,1571,4898524.0,132.0,16934.773928681527,3h4s
831,3H7H_B,3H7H_A,2366,2303,2106,29472.0,1.0,536.6533186266381,3h7h
832,3HI2_B,3HI2_A,905,3238,785,3164.0,1.0,22.976345250554107,3hi2
833,3HMX_B,3HMX_A,142,582,137,16654.0,44.0,179.80345560338318,3hmx
834,3HPW_B,3HPW_C,1777,1585,1409,7365.0,1.0,68.22531516796592,3hpw
835,3HRZ_D,3HRZ_C,3839,671,528,2453893.0,189.0,66721.91749211912,3hrz
836,3HTK_B,3HTK_C,72,1465,72,250.0,3.0,3.3373818007460008,3htk
837,3HUG_I,3HUG_J,14295,9046,8422,2143077.0,6.0,17054.129503125594,3hug
838,3HZH_A,3HZH_B,14491,4197,4113,202261.0,9.0,885.2147815482417,3hzh
839,3IAB_A,3IAB_B,117,1253,101,134.0,1.0,1.6112777715990771,3iab
840,3IAX_B,3IAX_A,12,11584,12,153.0,3.0,24.003905932160286,3iax
841,3IEC_B,3IEC_F,9569,4,0,0.0,,,3iec
842,3IHP_C,3IHP_A,2745,4050,1692,3738583.0,285.0,19078.308601016943,3ihp
843,3IHQ_B,3IHQ_A,24427,20009,16467,343061.0,3.0,528.2560305783778,3ihq
844,3IM4_A,3IM4_C,526,253,226,3372.0,5.0,28.858256465808488,3im4
845,3IMA_A,3IMA_B,6767,1008,694,910351.0,69.5,25295.291341505992,3ima
846,3ISM_A,3ISM_C,5614,737,593,8654.0,1.0,116.4018527553245,3ism
847,3JQO_l,3JQO_k,3395,3508,3237,414632.0,2.0,6412.812161352067,3jqo
848,3K51_B,3K51_A,500,502,225,133553.0,169.0,1064.7357088492736,3k51
849,3K6G_E,3K6G_B,110,133,89,193.0,1.0,2.4229054666121157,3k6g
850,3K7V_C,3K7V_A,17002,4225,3316,1566529.0,45.0,4353.410639876878,3k7v
851,3K8P_D,3K8P_C,898,888,721,1160.0,1.0,3.1845028679480425,3k8p
852,3KBU_D,3KBU_A,407,1266,405,1322293.0,148.0,21068.30842615126,3kbu
853,3KF6_A,3KF6_B,1866,377,363,784.0,2.0,1.3264970568336294,3kf6
854,3KMU_B,3KMU_A,1395,4933,1057,1834478.0,91.0,14000.206404865812,3kmu
855,3KND_A,3KND_B,2504,0,0,0.0,,,3knd
856,3KP1_A,3KP1_E,15300,766,765,9065.0,6.0,73.20380461217248,3kp1
857,3KSE_D,3KSE_A,1296,7128,829,427727.0,32.0,8184.481332200561,3kse
858,3KXE_C,3KXE_A,6419,9102,4401,124552.0,4.0,552.2703725042949,3kxe
859,3KYI_B,3KYI_A,14678,9753,8989,533142.0,7.0,1364.7051148702346,3kyi
860,3KYS_B,3KYS_A,269,442,254,5275.0,3.0,47.21392491426033,3kys
861,3L2O_B,3L2O_A,1650,1668,1476,135629.0,20.0,318.3092305600068,3l2o
862,3L82_A,3L82_B,147,1567,142,6756.0,24.0,67.92791580554625,3l82
863,3L9K_D,3L9K_X,1338,1100,1023,5741.0,1.0,19.807651160176448,3l9k
864,3LCB_C,3LCB_B,22936,2774,2731,87326.0,3.0,666.0373909024797,3lcb
865,3LPE_A,3LPE_B,9301,2291,2091,31679.0,1.0,584.4473495317375,3lpe
866,3LQC_A,3LQC_B,445,5352,287,11417.0,4.0,315.8692953496901,3lqc
867,3LQV_B,3LQV_Q,7768,1257,1250,80064.0,24.0,213.37321054565402,3lqv
868,3LVK_A,3LVK_B,22033,12276,11846,372397.0,4.0,776.8856272834659,3lvk
869,3M0D_D,3M0D_C,1391,190,178,18933.0,46.5,193.50047562646512,3m0d
870,3M1C_B,3M1C_A,52,155,50,4322.0,1.0,370.6980528678293,3m1c
871,3M4W_E,3M4W_A,1471,5401,1421,6035.0,1.0,40.10647598276022,3m4w
872,3M91_A,3M91_B,2268,2216,2146,7695.0,1.0,57.11692657060862,3m91
873,3MDY_B,3MDY_A,15966,6533,3588,1815996.0,6.0,3582.878287651409,3mdy
874,3ME0_A,3ME0_B,2855,229,227,107167.0,12.0,5607.722412435568,3me0
875,3MJH_C,3MJH_D,2829,707,640,158477.0,70.0,654.5125819263542,3mjh
876,3MML_A,3MML_B,9603,9589,9442,129585.0,1.0,226.28679632619802,3mml
877,3MMY_C,3MMY_D,3467,1185,1164,103092.0,27.0,603.8240949199018,3mmy
878,3MN5_A,3MN5_S,12679,37,37,1084.0,18.0,32.395248955017465,3mn5
879,3MSX_A,3MSX_B,2820,1679,1549,4011239.0,220.0,13794.33908531802,3msx
880,3MXN_A,3MXN_B,416,349,250,510.0,1.0,5.896982279098352,3mxn
881,3MZK_D,3MZK_C,2957,1423,1408,229355.0,44.0,1647.197482061354,3mzk
882,3N3A_B,3N3A_C,16069,6086,5178,50153.0,2.0,166.90730779766122,3n3a
883,3N3K_B,3N3K_A,2722,2167,1655,3780422.0,285.0,19997.77090484716,3n3k
884,3N9N_C,3N9N_A,0,3492,0,0.0,,,3n9n
885,3N9U_C,3N9U_B,7697,2109,1673,136906.0,20.0,505.093077381717,3n9u
886,3NCE_A,3NCE_B,822,2773,264,462138.0,198.0,4549.169645287443,3nce
887,3NE5_B,3NE5_A,10753,13440,9995,2428264.0,16.0,8541.533586094796,3ne5
888,3NFG_C,3NFG_D,625,300,239,307.0,1.0,1.4357257574071414,3nfg
889,3NY7_B,3NY7_A,20635,16359,15663,977024.0,6.0,3297.6517098866034,3ny7
890,3NYB_B,3NYB_A,1261,5262,1208,57840.0,14.0,677.5350586188488,3nyb
891,3O65_F,3O65_E,2745,860,857,262038.0,48.0,2303.8695406836678,3o65
892,3O6Q_A,3O6Q_D,162,81,80,252.0,1.0,8.383167659065396,3o6q
893,3OAK_A,3OAK_D,1404,629,605,813.0,1.0,1.4995807988330179,3oak
894,3OHM_B,3OHM_A,1782,3748,1528,1764483.0,84.0,4582.830252878199,3ohm
895,3OIQ_B,3OIQ_A,2,47,0,0.0,,,3oiq
896,3OLM_A,3OLM_D,1885,2743,1560,1850360.0,126.0,11788.977187761602,3olm
897,3OQ3_B,3OQ3_A,1044,252,150,417830.0,676.5,7665.171857753021,3oq3
898,3P71_C,3P71_T,16992,6033,5161,241606.0,4.0,876.755718662209,3p71
899,3P8M_A,3P8M_D,1386,93,59,75.0,1.0,0.8403088309315621,3p8m
900,3PCR_B,3PCR_A,3448,59,0,0.0,,,3pcr
901,3PEV_A,3PEV_B,18173,1206,1192,26284.0,7.0,230.48515540551307,3pev
902,3PIN_A,3PIN_B,22050,18369,17647,487705.0,3.0,700.0887638894038,3pin
903,3PNL_A,3PNL_B,7253,10424,7108,131175.0,2.0,469.0452590375997,3pnl
904,3PNR_A,3PNR_B,7056,1990,903,12646.0,1.0,92.34383712526804,3pnr
905,3PVL_A,3PVL_B,1035,273,273,49116.0,46.0,969.4077378661854,3pvl
906,3PZD_B,3PZD_A,326,931,324,117560.0,42.0,2206.3574344522517,3pzd
907,3Q33_B,3Q33_A,1609,697,683,1834.0,2.0,3.247100439672999,3q33
908,3Q3J_B,3Q3J_A,2773,421,416,339995.0,126.0,2417.830850318216,3q3j
909,3Q87_A,3Q87_B,4392,20570,4106,93769.0,2.0,640.7208008687769,3q87
910,3QBT_C,3QBT_D,2816,1739,1108,239448.0,26.0,908.147918403169,3qbt
911,3QDR_B,3QDR_A,7,7011,7,1171.0,6.0,376.2528459448947,3qdr
912,3QKS_C,3QKS_A,0,19835,0,0.0,,,3qks
913,3QN1_B,3QN1_A,14309,4870,3538,701954.0,4.0,1611.8517785533083,3qn1
914,3QVG_B,3QVG_A,1460,1348,1337,63393.0,9.0,378.8352641985137,3qvg
915,3QWZ_A,3QWZ_B,3826,1517,1437,52760.0,12.0,316.01387198364387,3qwz
916,3R07_A,3R07_C,16704,4507,4498,66822.0,2.0,292.72722042416666,3r07
917,3R2D_J,3R2D_A,22013,19951,18452,187348.0,2.0,322.8563853061117,3r2d
918,3R84_V,3R84_U,379,373,275,305.0,1.0,0.5418059791182305,3r84
919,3RDZ_A,3RDZ_C,3819,2294,312,8229.0,2.0,341.98207670177163,3rdz
920,3RNQ_A,3RNQ_B,2162,1461,1406,21784991.0,2.0,100711.86497743354,3rnq
921,3S9D_A,3S9D_B,252,192,144,32868.0,58.5,479.8969869206886,3s9d
